奥迪A1 2014款 30 TFSI Sportback时尚型(进口),2015年,4.8万公里,苏州,10.98万 ,22.77万
奥迪A4L 2017款 40 TFSI 进取型,2018年,5.7万公里,苏州,23.17万 ,32.54万
沃尔沃S60 2013款 T5 智雅版(进口),2013年,11.1万公里,苏州,9.20万 ,37.22万
奥迪A6L 2020款 40 TFSI 豪华动感型,2020年,1.0万公里,苏州,36.68万 ,44.48万
奥迪Q5 2016款 40 TFSI 进取型,2016年,5.6万公里,苏州,22.80万 ,41.62万
奥迪A4L 2013款 35 TFSI 自动技术型,2013年,9.1万公里,苏州,15.18万 ,40.14万
马自达 昂克赛拉 2014款 三厢 1.5L 自动舒适型,2015年,6.5万公里,苏州,8.00万 ,13.67万
荣威RX5 2019款 20T 两驱自动Ali智联网铂金版,2018年,1.6万公里,苏州,9.88万 ,15.83万
别克 凯越 2013款 1.5L 手动经典型,2013年,16.0万公里,苏州,2.98万 ,10.52万
起亚K3 2016款 1.6L 自动GLS,2017年,4.7万公里,苏州,7.49万 ,12.90万
奥迪TT 2013款 TT Coupe 45 TFSI 白色经典版(进口),2013年,3.4万公里,苏州,19.80万 ,57.86万
大众 帕萨特 2019款 330TSI 豪华版 国V,2019年,1.6万公里,苏州,18.38万 ,25.82万
日产 纳瓦拉 2017款 2.5L自动四驱豪华版QR25,2019年,3.1万公里,苏州,15.30万 ,20.39万
现代 菲斯塔 2019款 280TGDi 运动版 国VI,2019年,1.0万公里,苏州,11.60万 ,14.52万
领克02 2018款 1.5T DCT两驱耀版 国V,2018年,3.2万公里,苏州,10.98万 ,15.17万
Jeep 自由光 2019款 2.0T 两驱智享版 国VI,2021年,100公里,苏州,17.98万 ,24.18万
本田 锋范经典 2012款 1.5L 自动精英版,2014年,8.7万公里,苏州,5.50万 ,11.92万
大众 速腾 2018款 1.6L 自动舒适型,2019年,2.1万公里,苏州,11.58万 ,16.04万
马自达 昂克赛拉 2017款 三厢 1.5L 自动豪华型 国V,2019年,2.1万公里,苏州,10.88万 ,15.19万
雪佛兰 科鲁兹 2013款 1.6L SL天地版 AT,2013年,8.2万公里,苏州,4.00万 ,13.88万
别克GL8 2017款 ES 28T 旗舰型 国V,2018年,3.6万公里,苏州,34.00万 ,43.41万
沃尔沃XC Classic 2014款 T5 豪华版,2016年,6.4万公里,苏州,20.58万 ,59.58万
大众 速腾 2012款 1.6L 手动舒适型,2013年,10.4万公里,苏州,4.80万 ,15.07万
现代 索纳塔八 2011款 2.0L 自动至尊版,2011年,14.0万公里,苏州,4.58万 ,22.13万
日产 天籁 2020款 2.0L XL 舒适版,2020年,1.4万公里,苏州,15.98万 ,20.39万
菲亚特 菲翔 2012款 1.4T 手动悦享版,2014年,12.3万公里,苏州,3.50万 ,11.81万
别克 威朗 2020款 15T 自动进取型,2020年,0.9万公里,苏州,8.38万 ,16.60万
保时捷718 2019款 Boxster T,2020年,1.3万公里,苏州,79.80万 ,
奔驰V级 2018款 V 260 L 尊贵加长版 国VI,2019年,5.2万公里,苏州,55.50万 ,65.65万
丰田 雷凌 2018款 185T CVT尊贵版 国V,2018年,1.7万公里,苏州,9.80万 ,13.76万
别克GL8 2014款 2.4L 经典版,2017年,6.2万公里,苏州,9.10万 ,22.69万
荣威eRX5 2017款 eRX5 50T 混动互联尊荣旗舰版,2019年,2.4万公里,苏州,13.99万 ,31.03万
凯迪拉克ATS-L 2017款 28T 技术型,2019年,3.1万公里,苏州,18.88万 ,29.72万
大众 朗逸 2018款 280TSI DSG舒适版 国V,2019年,2.6万公里,苏州,12.00万 ,15.95万
斯柯达 速派 2013款 1.8TSI 自动名仕版,2015年,6.3万公里,苏州,8.69万 ,22.10万
丰田 卡罗拉 2016款 双擎 1.8L CVT精英版,2016年,5.5万公里,苏州,10.50万 ,16.26万
福特 嘉年华 2009款 两厢 1.5L 自动时尚型,2010年,8.0万公里,苏州,2.98万 ,10.41万
大众 高尔夫 2015款 1.4TSI 自动舒适型,2015年,7.8万公里,苏州,8.98万 ,16.81万
奔驰CLA级 2017款 CLA 200 动感型(进口),2017年,3.6万公里,苏州,21.80万 ,28.98万
MINI 2016款 1.5T COOPER,2017年,4.8万公里,苏州,17.98万 ,25.38万
大众 桑塔纳 2015款 1.4L 手动舒适版,2016年,4.2万公里,苏州,4.60万 ,10.72万
日产 天籁 2019款 2.0T XL Upper 智享版,2019年,1.3万公里,苏州,17.68万 ,24.94万
奔驰C级 2010款 C 180K 经典型,2011年,9.9万公里,苏州,8.80万 ,33.43万
大众POLO 2016款 1.4L 手动风尚型,2017年,7.4万公里,苏州,4.60万 ,8.24万
现代 全新胜达 2013款 2.4L 自动四驱尊贵型,2013年,10.9万公里,苏州,9.50万 ,31.13万
Jeep 自由光 2016款 2.4L 领先版,2016年,10.9万公里,苏州,11.62万 ,24.94万
大众 朗逸 2017款 1.6L 自动风尚版,2018年,5.8万公里,苏州,7.60万 ,12.91万
众泰 大迈X7 2017款 上进版 1.8T DCT华山型,2017年,3.9万公里,苏州,6.80万 ,14.43万
别克 威朗 2019款 三厢 15S 自动进取型,2019年,2.5万公里,苏州,8.49万 ,15.84万
马自达CX-4 2018款 2.0L 自动两驱智领科技版 国VI,2019年,1.1万公里,苏州,12.88万 ,17.45万
别克 威朗 2019款 三厢 15S 自动进取型,2019年,2.8万公里,苏州,8.46万 ,15.84万
奔驰C级 2015款 C 200 L 运动型,2014年,6.3万公里,苏州,21.28万 ,40.05万
本田UR-V 2017款 240TURBO 两驱经典版 国V,2017年,5.1万公里,苏州,20.00万 ,26.79万
别克 英朗 2012款 GT 1.6L 自动时尚版,2012年,12.0万公里,苏州,4.20万 ,16.58万
雪佛兰 迈锐宝 2018款 530T 自动豪华版,2018年,4.6万公里,苏州,8.99万 ,19.53万
宝马5系 2014款 520Li 典雅型,2015年,5.5万公里,苏州,25.50万 ,47.28万
黄海N3 2017款 2.5T手动两驱运动版XD25T5,2018年,4.0万公里,苏州,9.30万 ,13.87万
保时捷Macan 2014款 Macan 2.0T,2014年,8.5万公里,苏州,36.80万 ,60.57万
大众 桑塔纳 2013款 1.6L 自动舒适版,2013年,9.1万公里,苏州,4.49万 ,12.35万
大众 朗逸 2011款 1.4TSI DSG品雅版,2010年,7.8万公里,苏州,3.88万 ,15.93万
WEY VV5 2019款 升级款 2.0T 两驱超豪型 国V,2019年,4.6万公里,苏州,12.80万 ,16.28万
日产 逍客 2008款 20X雷 CVT 2WD,2009年,12.4万公里,苏州,4.98万 ,20.49万
奥迪A4L 2013款 35 TFSI 自动舒适型,2014年,13.0万公里,苏州,17.20万 ,35.81万
英菲尼迪Q70L 2019款 Q70L 2.0T 豪华版(进口),2018年,0.6万公里,苏州,31.30万 ,49.69万
大众 朗行 2013款 1.6L 自动舒适型,2015年,5.5万公里,苏州,6.50万 ,15.29万
奥迪A6L 2019款 45 TFSI 臻选致雅型,2020年,1.8万公里,苏州,37.88万 ,47.09万
大众 途观 2012款 2.0TSI 自动四驱旗舰版,2013年,8.6万公里,苏州,10.88万 ,33.63万
保时捷Macan 2017款 Macan 2.0T,2016年,6.7万公里,苏州,41.88万 ,59.70万
现代 朗动 2016款 1.6L 自动尊贵型,2017年,3.4万公里,苏州,7.89万 ,13.87万
奥迪Q3 2015款 35 TFSI quattro 技术型,2015年,5.2万公里,苏州,15.80万 ,36.23万
奥迪A6L 2016款 TFSI 技术型,2016年,14.7万公里,苏州,22.98万 ,45.08万
丰田 YARiS L 致炫 2014款 1.5G 自动炫动版,2014年,7.7万公里,苏州,5.28万 ,10.18万
林肯MKC 2019款 2.0T 两驱尊雅版 国V,2019年,3.5万公里,苏州,22.50万 ,35.47万
现代 领动 2019款 1.4T 双离合炫动·活力型,2019年,3.4万公里,苏州,8.98万 ,13.55万
沃尔沃S60L 2018款 T3 智进进取版,2018年,4.7万公里,苏州,15.18万 ,30.06万
奥迪A4L 2015款 35 TFSI 自动标准型,2015年,3.7万公里,苏州,16.28万 ,33.95万
奔驰E级 2010款 E 200 CGI 优雅型(进口),2010年,19.0万公里,苏州,9.89万 ,52.97万
宝马X1 2019款 sDrive18Li 时尚型,2019年,2.8万公里,苏州,20.80万 ,30.05万
别克GL8 2014款 2.4L 经典版,2015年,7.8万公里,苏州,8.35万 ,22.69万
本田 思域 2016款 220TURBO CVT豪华版,2018年,5.4万公里,苏州,11.90万 ,15.19万
丰田 YARiS L 致享 2017款 1.5E CVT魅动版,2018年,2.7万公里,苏州,7.30万 ,9.53万
雪佛兰 迈锐宝XL 2016款 1.5T 双离合锐享版,2016年,6.7万公里,苏州,7.98万 ,19.53万
日产 途乐 2018款 4.0L 领英型(进口),2019年,3.6万公里,苏州,49.80万 ,60.57万
吉利 远景X3 2017款 1.5L 自动尊贵型,2018年,2.6万公里,苏州,4.98万 ,7.15万
大众 高尔夫 2012款 1.4TSI 自动豪华型,2011年,7.0万公里,苏州,5.45万 ,18.21万
奥迪Q5L 2018款 45 TFSI 尊享运动型 国V,2018年,1.2万公里,苏州,36.88万 ,51.11万
宝马1系 2020款 125i 领先型M运动套装,2020年,1.8万公里,苏州,20.80万 ,26.46万
沃尔沃V40 2017款 T3 智雅版(进口),2017年,2.9万公里,苏州,15.50万 ,28.86万
本田 雅阁 2018款 锐·混动 2.0L 锐智版 国VI,2020年,3.7万公里,苏州,19.80万 ,25.70万
大众 途昂 2017款 380TSI 四驱旗舰版,2017年,9.1万公里,苏州,28.90万 ,46.56万
保时捷718 2018款 Boxster S 2.5T,2021年,600公里,苏州,87.00万 ,
雪佛兰 科鲁兹 2017款 1.5L 自动先锋天窗版,2017年,5.8万公里,苏州,6.58万 ,13.56万
大众 宝来 2008款 1.6L 手动时尚型,2009年,8.6万公里,苏州,2.75万 ,11.70万
奔驰E级 2020款 E 260 L 运动型 4MATIC,2020年,2.1万公里,苏州,41.80万 ,49.15万
宝马5系 2013款 525Li 领先型,2013年,13.5万公里,苏州,21.88万 ,49.89万
日产 奇骏 2014款 2.0L CVT舒适版 2WD,2016年,3.6万公里,苏州,12.28万 ,21.36万
奔驰A级 2011款 A 160(进口),2011年,8.0万公里,苏州,5.88万 ,25.83万
WEY VV7 2017款 2.0T 旗舰型,2017年,5.7万公里,苏州,11.80万 ,20.49万
宝马2系旅行车 2016款 218i 时尚型,2017年,4.2万公里,苏州,14.13万 ,25.49万
宝马X1 2012款 sDrive18i 豪华型,2012年,10.4万公里,苏州,9.80万 ,34.63万
宝马1系 2019款 118i M运动套装,2019年,1.4万公里,苏州,17.20万 ,24.29万
日产 逍客 2017款 2.0L CVT豪华版 国V,2018年,3.3万公里,苏州,12.98万 ,18.32万
奥迪A4L 2019款 40 TFSI 时尚型 国VI,2019年,2.9万公里,苏州,25.80万 ,36.45万
别克 君威 2012款 2.0L 舒适版,2013年,11.4万公里,苏州,5.50万 ,20.18万
本田XR-V 2017款 1.5L LXi CVT经典版,2017年,4.2万公里,苏州,10.48万 ,14.96万
大众POLO 2016款 1.4L 手动风尚型,2018年,3.8万公里,苏州,5.29万 ,8.24万
大众 帕萨特 2016款 280TSI DSG尊荣版,2016年,6.5万公里,苏州,12.50万 ,23.00万
宝马3系 2017款 320Li 时尚型,2017年,6.9万公里,苏州,22.80万 ,35.38万
本田 思域 2019款 220TURBO CVT劲动版 国V,2019年,1.3万公里,苏州,12.50万 ,15.19万
本田CR-V 2012款 2.0L 四驱经典版,2013年,10.0万公里,苏州,11.80万 ,23.64万
MINI 2014款 1.5T COOPER Fun,2016年,4.9万公里,苏州,16.20万 ,27.68万
别克 英朗 2012款 GT 1.6L 自动舒适版,2012年,5.2万公里,苏州,4.38万 ,16.03万
奔驰CLA级 2017款 改款 CLA 220 4MATIC(进口),2018年,5.1万公里,苏州,24.57万 ,34.63万
雪佛兰 科鲁兹 2011款 1.6L SL天地版 AT,2010年,15.1万公里,苏州,2.55万 ,13.88万
江淮 瑞风S2 2015款 1.5L CVT豪华型,2016年,4.0万公里,苏州,3.80万 ,7.69万
别克 昂科威 2016款 20T 两驱精英型,2016年,6.9万公里,苏州,12.80万 ,25.61万
本田 雅阁 2016款 2.0L 舒适版,2018年,2.5万公里,苏州,15.48万 ,19.52万
本田XR-V 2015款 1.5L LXi CVT经典版,2016年,6.4万公里,苏州,10.08万 ,14.96万
现代 全新胜达 2017款 2.0T 自动两驱智能型 7座,2018年,6.9万公里,苏州,13.80万 ,26.03万
现代 全新胜达 2017款 2.0T 自动两驱智能型 7座,2018年,7.4万公里,苏州,13.98万 ,26.03万
大众 迈腾 2012款 改款 2.0TSI 豪华型,2012年,15.8万公里,苏州,8.50万 ,26.90万
奥迪Q3 2018款 30周年年型 30 TFSI 时尚型,2019年,0.8万公里,苏州,18.98万 ,28.83万
福特 福克斯 2011款 两厢 1.8L 自动时尚型,2010年,9.1万公里,苏州,3.25万 ,13.87万
别克 凯越 2011款 1.6LX-AT,2012年,7.8万公里,苏州,3.30万 ,11.39万
奔驰GLC级 2016款 GLC 260 4MATIC 豪华型,2016年,12.5万公里,苏州,26.98万 ,48.09万
别克GL8 2013款 2.4L 经典版,2014年,15.9万公里,苏州,8.28万 ,22.69万
奥迪A6L 2014款 30 FSI 舒适型,2015年,9.6万公里,苏州,23.68万 ,50.88万
宝马3系 2010款 320i 时尚型,2010年,17.8万公里,苏州,7.58万 ,37.12万
宝马X1 2012款 sDrive18i 时尚型,2014年,7.6万公里,苏州,13.96万 ,30.61万
哈弗H7 2017款 蓝标H7L 2.0T 自动豪华型,2017年,5.2万公里,苏州,9.20万 ,18.45万
马自达 昂克赛拉 2017款 三厢 1.5L 自动舒适型 国V,2019年,6.2万公里,苏州,10.16万 ,13.45万
福特 福克斯 2012款 三厢 1.6L 自动舒适型,2015年,7.3万公里,苏州,5.50万 ,14.21万
宝马X3 2019款 xDrive25i 豪华套装,2019年,4.2万公里,苏州,35.80万 ,42.31万
奥迪A4L 2013款 35 TFSI 自动舒适型,2013年,8.5万公里,苏州,14.00万 ,35.81万
奔驰C级 2010款 C 200 CGI 时尚型,2010年,10.5万公里,苏州,8.68万 ,42.88万
宝马3系 2014款 320Li 时尚型,2014年,10.6万公里,苏州,17.30万 ,38.95万
福特 翼虎 2013款 1.6L GTDi 两驱风尚型,2013年,8.0万公里,苏州,7.30万 ,23.64万
传祺GA6 2016款 235T DCT精英版,2019年,1.2万公里,苏州,7.60万 ,13.76万
别克 君越 2013款 2.4L SIDI领先舒适型,2015年,7.9万公里,苏州,9.49万 ,25.61万
Smart smart forfour 2016款 1.0L 52千瓦灵动版,2017年,3.2万公里,苏州,9.10万 ,13.66万
奥迪Q3 2018款 30周年年型 30 TFSI 时尚型,2018年,1.0万公里,苏州,18.60万 ,28.83万
三菱 帕杰罗 2018款 三菱 帕杰罗 2018款 3.8L 自动(平行进口),2019年,3.0万公里,苏州,35.20万 ,
丰田 汉兰达 2015款 2.0T 四驱豪华版 7座,2017年,5.8万公里,苏州,26.00万 ,32.00万
福特 福克斯 2011款 三厢 1.8L 自动时尚型,2010年,14.8万公里,苏州,2.40万 ,13.87万
奔驰C级 2016款 C 180 旅行轿车(进口),2018年,3.1万公里,苏州,26.00万 ,41.57万
别克 君威 2014款 2.0L 领先时尚型,2014年,9.1万公里,苏州,7.46万 ,19.42万
马自达6 2008款 2.0L 自动时尚型,2010年,8.1万公里,苏州,4.20万 ,19.52万
奥迪Q5 2012款 2.0TFSI 技术型,2012年,7.5万公里,苏州,14.80万 ,46.41万
雪佛兰 科鲁兹 2016款 1.4T DCG豪华版,2016年,10.5万公里,苏州,5.20万 ,16.27万
起亚KX5 2016款 1.6T 自动两驱DLX,2017年,2.5万公里,苏州,10.80万 ,19.19万
Smart smart fortwo 2011款 1.0T 硬顶激情版,2012年,4.2万公里,苏州,4.70万 ,17.15万
日产 轩逸 2012款 经典 1.6XE 手动舒适版,2016年,6.1万公里,苏州,4.93万 ,10.83万
MINI 2010款 1.6L COOPER 50 Mayfair,2010年,11.7万公里,苏州,7.58万 ,36.80万
奔驰E级 2018款 改款 E 300 L 运动豪华型,2018年,5.4万公里,苏州,40.20万 ,54.58万
别克 昂科威 2016款 20T 两驱领先型,2016年,5.9万公里,苏州,10.99万 ,23.87万
别克GL8 2018款 ES 28T 豪华型 国VI,2018年,5.4万公里,苏州,30.30万 ,40.15万
日产 途乐 2017款 5.6L 标准型(进口),2017年,5.2万公里,苏州,59.80万 ,97.48万
宝马3系 2017款 320Li 时尚型,2017年,4.3万公里,苏州,23.30万 ,35.38万
丰田 兰德酷路泽 2018款 4.0L 自动（平行进口）,2018年,5.4万公里,苏州,69.00万 ,
现代 全新胜达 2013款 改款 2.4L 自动四驱智能型,2014年,12.2万公里,苏州,9.50万 ,28.42万
福特 福克斯 2012款 三厢 1.6L 自动风尚型,2012年,6.3万公里,苏州,4.38万 ,15.62万
黄海N3 2017款 2.4T自动两驱运动版4K22D4T,2018年,1.0万公里,苏州,9.68万 ,12.24万
雪佛兰 景程 2011款 1.8 豪华版 AT,2011年,10.4万公里,苏州,3.50万 ,16.81万
东风风神H30 2013款 CROSS 1.6L 手动尊尚型,2014年,9.6万公里,苏州,1.98万 ,8.44万
奔驰S级 2014款 S 320 L 商务型(进口),2016年,3.6万公里,苏州,63.80万 ,101.82万
大众 速腾 2018款 1.6L 自动舒适型,2019年,2.0万公里,苏州,10.88万 ,16.04万
标致308 2014款 乐享版 经典 1.6L 自动优尚型,2016年,4.6万公里,苏州,5.28万 ,12.58万
长安 悦翔V7 2016款 1.6L 手动乐享型 国V,2018年,3.1万公里,苏州,4.08万 ,6.83万
福特 锐界 2015款 2.0T GTDi 两驱豪锐型,2015年,7.6万公里,苏州,10.70万 ,32.54万
日产 奇骏 2019款 2.0L CVT智联舒适版 2WD,2019年,2.6万公里,苏州,16.78万 ,21.63万
大众CC 2013款 2.0TSI 至尊型,2014年,10.0万公里,苏州,14.08万 ,32.98万
大众 帕萨特 2013款 1.8TSI DSG尊荣版,2013年,6.9万公里,苏州,8.79万 ,23.75万
众泰T700 2017款 1.8T 双离合尊贵型,2018年,4.2万公里,苏州,6.88万 ,15.17万
福特 福克斯 2017款 三厢 1.6L 自动风尚型智行版,2017年,6.3万公里,苏州,6.80万 ,15.07万
别克 君越 2012款 2.4L SIDI豪华版,2012年,14.7万公里,苏州,6.30万 ,29.95万
大众 2019款 宝来·传奇 1.5L 自动时尚型 国VI,2020年,2.4万公里,苏州,7.99万 ,11.81万
大众 途昂 2017款 380TSI 四驱豪华版,2018年,8.0万公里,苏州,28.80万 ,40.04万
福特 福睿斯 2017款 1.5L 自动舒适型,2017年,5.8万公里,苏州,6.30万 ,11.70万
丰田 丰田Sienna 2016款 3.5L自动（平行进口）,2017年,8.2万公里,苏州,39.58万 ,
江铃 宝典 2018款 2.9T新超值两驱柴油舒适型标准货箱JX4D30B5L,2018年,4.9万公里,苏州,6.80万 ,8.88万
奔驰GLC级 2018款 改款 GLC 260 4MATIC 动感型,2018年,7.4万公里,苏州,31.00万 ,46.65万
大众 2016款 途安L 280TSI 自动舒适版,2018年,8.6万公里,苏州,9.98万 ,20.28万
大众 速腾 2015款 230TSI 自动舒适型,2015年,6.0万公里,苏州,8.55万 ,17.45万
大众 朗逸 2011款 1.6L 自动品雅版,2010年,5.9万公里,苏州,4.50万 ,14.63万
丰田 凯美瑞 2010款 200G 经典版,2010年,14.5万公里,苏州,8.85万 ,20.93万
大众 高尔夫 2015款 1.4TSI 自动舒适型,2016年,10.5万公里,苏州,8.80万 ,16.81万
大众 迈腾 2009款 1.8TSI DSG豪华型,2009年,11.6万公里,苏州,4.98万 ,25.70万
福特 翼虎 2013款 2.0L GTDi 四驱精英型,2014年,7.3万公里,苏州,8.90万 ,27.44万
奔驰GLA级 2015款 GLA 220 4MATIC 时尚型,2015年,8.9万公里,苏州,17.50万 ,34.71万
金杯 智尚S30 2015款 1.5L 手动精英型,2016年,7.4万公里,苏州,2.88万 ,7.47万
大众 高尔夫 2012款 1.4TSI 自动豪华型,2013年,10.4万公里,苏州,7.28万 ,18.21万
大众 途观 2013款 1.8TSI 自动两驱舒适版,2013年,12.7万公里,苏州,9.08万 ,25.81万
福特 福睿斯 2015款 1.5L 自动时尚型,2017年,3.7万公里,苏州,6.60万 ,13.00万
Jeep 指南者 2014款 2.4L 四驱运动版(进口),2014年,6.9万公里,苏州,8.38万 ,26.69万
奔驰E级 2015款 E 200 L,2014年,10.6万公里,苏州,23.20万 ,46.57万
奥迪Q5 2013款 40 TFSI 技术型,2014年,8.7万公里,苏州,18.30万 ,46.41万
福特 蒙迪欧 2013款 1.5L GTDi180时尚型,2016年,6.7万公里,苏州,9.60万 ,20.60万
斯柯达 昊锐 2009款 1.8TSI 自动智雅版,2011年,8.3万公里,苏州,4.80万 ,20.83万
大众 朗逸 2013款 改款经典 1.6L 手动舒适版,2016年,8.3万公里,苏州,5.80万 ,13.67万
宝马5系 2013款 525Li 豪华型,2012年,12.7万公里,苏州,19.68万 ,53.69万
奔驰 迈巴赫S级 2015款 S 400 4MATIC,2016年,10.8万公里,苏州,99.99万 ,156.09万
斯柯达 速派 2016款 TSI280 DSG前行版,2017年,3.8万公里,苏州,8.90万 ,19.52万
宝马X1 2014款 sDrive18i 时尚型,2015年,5.7万公里,苏州,13.30万 ,30.94万
丰田 YARiS L 致炫 2016款 改款 1.5E CVT魅动版,2017年,2.7万公里,苏州,5.60万 ,9.31万
现代 菲斯塔 2019款 280TGDi 运动版 国VI,2020年,1.0万公里,苏州,12.88万 ,14.52万
福特 翼搏 2013款 1.5L 自动风尚型,2014年,9.2万公里,苏州,6.00万 ,12.24万
日产 阳光 2011款 1.5XE 手动舒适版,2012年,8.0万公里,苏州,2.98万 ,8.99万
别克GL8 2017款 ES 28T 舒适型 国V,2018年,4.9万公里,苏州,27.50万 ,31.47万
福特 蒙迪欧 2013款 1.5L GTDi180时尚型,2015年,5.1万公里,苏州,7.98万 ,20.60万
大众 途观 2013款 1.8TSI 自动两驱豪华型,2013年,8.0万公里,苏州,10.18万 ,28.20万
别克 君威 2014款 2.0L 领先时尚型,2014年,5.8万公里,苏州,7.18万 ,19.42万
本田CR-V 2013款 2.4L 两驱豪华版,2015年,7.9万公里,苏州,13.30万 ,24.94万
东风风光 风光500 2021款 1.5L CVT优享型,2021年,0.1万公里,苏州,6.80万 ,8.12万
大众 途观 2016款 280TSI 自动两驱丝绸之路舒适版,2019年,1.1万公里,苏州,15.30万 ,23.97万
英菲尼迪G系列 2013款 G25 Sedan 豪华运动版(进口),2013年,12.8万公里,苏州,12.90万 ,40.79万
现代 悦纳 2016款 1.4L 手动炫酷版GLS,2017年,7.6万公里,苏州,4.06万 ,8.44万
宝马1系 2013款 改款 118i 领先型(进口),2014年,8.9万公里,苏州,11.50万 ,31.70万
丰田 威驰 2014款 1.5L 自动智臻版,2015年,11.0万公里,苏州,5.15万 ,9.53万
大众 途观 2010款 1.8TSI 自动两驱风尚版,2010年,11.8万公里,苏州,6.78万 ,25.38万
Smart smart forfour 2016款 1.0L 52千瓦激情版,2017年,4.7万公里,苏州,8.80万 ,14.74万
雪佛兰 迈锐宝 2014款 1.6T 自动舒适版,2015年,8.3万公里,苏州,7.36万 ,19.74万
沃尔沃S40 2011款 2.0L 自动智尚版,2012年,8.8万公里,苏州,6.65万 ,29.09万
日产 轩逸 2012款 1.6XL CVT豪华版,2014年,6.8万公里,苏州,6.98万 ,14.65万
马自达CX-4 2016款 2.0L 自动两驱蓝天活力版,2017年,2.1万公里,苏州,11.20万 ,16.59万
别克 英朗 2016款 15N 自动精英型,2016年,4.0万公里,苏州,6.20万 ,13.77万
奔驰C级 2017款 改款 C 200 L 运动版,2017年,8.7万公里,苏州,24.80万 ,38.40万
雪佛兰 科沃兹 2020款 Redline 325T 自动欣耀版 国VI,2019年,2.4万公里,苏州,6.60万 ,10.84万
现代 格越 2013款 3.0L 7座四驱舒适版(进口),2014年,8.3万公里,苏州,11.90万 ,35.80万
大众 高尔夫 2017款 230TSI 自动舒适百万辆纪念版,2017年,5.2万公里,苏州,9.98万 ,16.81万
别克 君越 2016款 28T 豪华型,2017年,6.0万公里,苏州,15.80万 ,32.54万
宝马X1 2013款 sDrive18i 领先型,2014年,8.5万公里,苏州,11.68万 ,35.06万
丰田 兰德酷路泽 自动4.0L（平行进口）,2019年,0.9万公里,苏州,79.98万 ,
丰田Sienna 丰田塞纳 3.5 自动 四驱 七座（平行进口）,2017年,6.6万公里,苏州,42.80万 ,
丰田 卡罗拉 2016款 双擎 1.8L CVT精英版,2017年,7.3万公里,苏州,10.38万 ,16.26万
长城M4 2012款 1.5L 手动豪华型,2014年,5.6万公里,苏州,2.95万 ,7.37万
东风风行 景逸 2012款 LV 1.5L AMT豪华型,2012年,10.2万公里,苏州,1.98万 ,8.89万
日产 轩逸 2012款 1.6XE CVT舒适版,2012年,7.1万公里,苏州,5.58万 ,14.00万
现代ix35 2012款 2.0L 自动两驱精英版GLS,2012年,15.7万公里,苏州,5.70万 ,21.25万
长城 风骏5 2017款 2.4L欧洲版汽油两驱精英型大双排4G69S4N,2018年,2.9万公里,苏州,6.50万 ,8.88万
长安 逸动 2016款 1.6L 自动风尚型,2017年,3.3万公里,苏州,5.50万 ,8.56万
大众CC 2013款 2.0TSI 豪华型,2014年,6.2万公里,苏州,15.28万 ,30.81万
长城 风骏5 2017款 2.0T欧洲版柴油四驱精英型小双排GW4D20D,2019年,2.1万公里,苏州,9.86万 ,11.27万
福特 福克斯 2017款 三厢 1.6L 自动舒适型智行版,2017年,4.0万公里,苏州,6.66万 ,13.76万
大众POLO 2016款 1.6L Cross Polo 自动,2016年,5.0万公里,苏州,6.60万 ,12.80万
宝马X1 2018款 sDrive18Li 时尚型,2018年,8.6万公里,苏州,18.80万 ,30.81万
福特 蒙迪欧 2013款 2.0L GTDi200豪华型,2014年,8.9万公里,苏州,9.58万 ,24.18万
日产 逍客 2017款 2.0L CVT智享版 国V,2018年,4.1万公里,苏州,12.22万 ,17.13万
福特 翼虎 2018款 改款 EcoBoost 245 四驱豪翼型,2018年,4.3万公里,苏州,14.80万 ,23.86万
大众CC 2019款 330TSI 魅颜版 国V,2019年,3.2万公里,苏州,21.58万 ,28.53万
奔驰GLK级 2015款 GLK 260 4MATIC 动感型 极致版,2015年,13.4万公里,苏州,21.50万 ,43.20万
丰田 卡罗拉 2011款 1.6L 手动GL,2014年,9.7万公里,苏州,4.85万 ,13.44万
MG 3SW 2015款 1.5L AMT精英型,2016年,3.8万公里,苏州,4.00万 ,9.52万
日产 骊威 2015款 1.6XE 手动舒适版,2016年,4.3万公里,苏州,5.18万 ,9.31万
别克 君越 2012款 2.4L SIDI豪雅版,2013年,12.7万公里,苏州,7.80万 ,27.78万
大众 朗逸 2018款 两厢 280TSI DSG舒适版 国V,2018年,3.6万公里,苏州,10.68万 ,16.38万
奔驰A级 2019款 A 200 L 运动轿车,2018年,2.0万公里,苏州,20.90万 ,28.74万
日产 骐达 2019款 1.6L CVT智享版 国V,2019年,2.5万公里,苏州,10.68万 ,13.67万
大众 甲壳虫 2015款 180TSI(进口),2016年,5.4万公里,苏州,13.40万 ,20.82万
大众 途观 2015款 1.8TSI 自动两驱舒适版,2016年,8.3万公里,苏州,11.50万 ,25.81万
大众 帕萨特 2015款 1.8TSI 自动尊荣版,2015年,8.1万公里,苏州,11.80万 ,23.42万
本田 艾力绅 2012款 2.4L VTi-S尊贵版,2014年,10.9万公里,苏州,15.68万 ,34.71万
别克 英朗 2012款 GT 1.6L 手动进取版,2012年,11.3万公里,苏州,3.18万 ,14.95万
福特 翼虎 2015款 1.5L GTDi 两驱风尚型,2016年,4.2万公里,苏州,9.78万 ,23.64万
哈弗H6 2015款 运动版 1.5T 自动两驱豪华型,2016年,8.3万公里,苏州,6.68万 ,14.85万
